Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Q1HGV1,Q1HGV1_HUMAN,unreviewed,Mutant p53 tumor suppressor (Tumor protein p53) (p53) (Fragment),TP53 p53,Homo sapiens (Human),37
A0A0C4L134,A0A0C4L134_HUMAN,unreviewed,p53 protein (Fragment),p53,Homo sapiens (Human),43
Q13629,Q13629_HUMAN,unreviewed,HCG1987479 (Putative uncharacterized protein unknown),unknown hCG_1987479,Homo sapiens (Human),118
B4E1V7,B4E1V7_HUMAN,unreviewed,"cDNA FLJ51515, highly similar to Von Hippel-Lindau disease tumor suppressor",,Homo sapiens (Human),131
H6U5S4,H6U5S4_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),,Homo sapiens (Human),286
C9D7C9,C9D7C9_HUMAN,unreviewed,Cellular tumor antigen p53,TP63,Homo sapiens (Human),356
A4GWB8,A4GWB8_HUMAN,unreviewed,Tumor protein p53 (Fragment),TP53,Homo sapiens (Human),88
B4DVK1,B4DVK1_HUMAN,unreviewed,"cDNA FLJ52137, moderately similar to Glioma tumor suppressor candidate region gene 2 protein",,Homo sapiens (Human),263
Q9UM97,Q9UM97_HUMAN,unreviewed,N-ras protein (Fragment),N-ras,Homo sapiens (Human),38
U6BI14,U6BI14_HUMAN,unreviewed,TP53 (Fragment),TP53,Homo sapiens (Human),45
L0EP99,L0EP99_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),99
E7EQX7,E7EQX7_HUMAN,unreviewed,Cellular tumor antigen p53,TP53,Homo sapiens (Human),285
S4R334,S4R334_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),143
S5LJ49,S5LJ49_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),115
B4DNI2,B4DNI2_HUMAN,unreviewed,Cellular tumor antigen p53,,Homo sapiens (Human),383
A4GW97,A4GW97_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),80
O43460,O43460_HUMAN,unreviewed,Phosphatase and tensin homolog 2 (Fragment),PTH2,Homo sapiens (Human),403
B6E4X6,B6E4X6_HUMAN,unreviewed,Cellular tumor antigen p53,,Homo sapiens (Human),393
A0A1B1PFC7,A0A1B1PFC7_HUMAN,unreviewed,p53 (Fragment),TP53,Homo sapiens (Human),53
Q27HK5,Q27HK5_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),,Homo sapiens (Human),112
C0SPH0,C0SPH0_HUMAN,unreviewed,Cortactin-binding protein 1,CORTBP1,Homo sapiens (Human),1260
H6U5S3,H6U5S3_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),,Homo sapiens (Human),393
B4DWQ4,B4DWQ4_HUMAN,unreviewed,"cDNA FLJ51575, moderately similar to Mus musculus mitochondrial tumor suppressor 1 (Mtus1), transcript variant 2, mRNA",,Homo sapiens (Human),131
Q59IT9,Q59IT9_HUMAN,unreviewed,Tumor suppressor,TSC1,Homo sapiens (Human),454
A0A087WT22,A0A087WT22_HUMAN,unreviewed,Cellular tumor antigen p53,TP53,Homo sapiens (Human),187
B7Z2G7,B7Z2G7_HUMAN,unreviewed,"cDNA FLJ61607, weakly similar to Glioma tumor suppressor candidate region gene 1 protein",,Homo sapiens (Human),830
B1AA17,B1AA17_HUMAN,unreviewed,Gastric cancer hepatocellular carcinoma suppressor 1 variant,HCCS1,Homo sapiens (Human),670
Q6SA06,Q6SA06_HUMAN,unreviewed,Liver-related low express protein 1,LRLE1,Homo sapiens (Human),57
H2EHT1,H2EHT1_HUMAN,unreviewed,Cellular tumor antigen p53,TP53,Homo sapiens (Human),354
Q6IX74,Q6IX74_HUMAN,unreviewed,Growth arrest and DNA damage-inducible protein GADD45 beta (Growth arrest and DNA-damage-inducible beta) (Fragment),GADD45B,Homo sapiens (Human),66
A0A0S2Z4N5,A0A0S2Z4N5_HUMAN,unreviewed,"Tumor protein p63 isoform 1 (Tumor protein p73-like, isoform CRA_a) (Fragment)",TP63 TP73L hCG_16028,Homo sapiens (Human),680
Q1HGV3,Q1HGV3_HUMAN,unreviewed,Mutant p53 tumor suppressor (Fragment),TP53,Homo sapiens (Human),37
S5LJ61,S5LJ61_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),115
A0A024R1W0,A0A024R1W0_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),BRCA1 hCG_16943,Homo sapiens (Human),1822
L0ENG9,L0ENG9_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),107
A4GW67,A4GW67_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),82
A0A0C4DFW9,A0A0C4DFW9_HUMAN,unreviewed,Cellular tumor antigen p53,TP73 hCG_19088,Homo sapiens (Human),426
L0EQE2,L0EQE2_HUMAN,unreviewed,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),100
Q3T7B8,Q3T7B8_HUMAN,unreviewed,tRNA isopentenylpyrophosphate transferase isoform 5,TRIT1,Homo sapiens (Human),221
G3V0I0,G3V0I0_HUMAN,unreviewed,"Tumor suppressor candidate 2 (Tumor suppressor candidate 2, isoform CRA_b)",TUSC2 hCG_2039470,Homo sapiens (Human),57
A2I9Y7,A2I9Y7_HUMAN,unreviewed,Tumor protein p53 (p53) (Fragment),TP53 p53,Homo sapiens (Human),93
O95958,O95958_HUMAN,unreviewed,"Lost in inflammatory breast cancer tumor suppressor protein (WNT1 inducible signaling pathway protein 3, isoform CRA_d)",LIBC WISP3 hCG_34804,Homo sapiens (Human),331
A0A024R2F2,A0A024R2F2_HUMAN,unreviewed,"von Hippel-Lindau tumor suppressor isoform 2 (von Hippel-Lindau tumor suppressor, isoform CRA_a)",VHL hCG_1994953,Homo sapiens (Human),213
A0A024R1V8,A0A024R1V8_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),BRCA1 hCG_16943,Homo sapiens (Human),1598
Q70SM2,Q70SM2_HUMAN,unreviewed,Hypermethylated in cancer 1 (Hypermethylated in cancer 1 protein) (Fragment),HIC1,Homo sapiens (Human),9
G3V1P3,G3V1P3_HUMAN,unreviewed,"BLOC-1-related complex subunit 5 (Loss of heterozygosity, 12, chromosomal region 1, isoform CRA_c) (Protein BORCS5)",BORCS5 LOH12CR1 hCG_27699,Homo sapiens (Human),177
A0A024R1Z8,A0A024R1Z8_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),BRCA1 hCG_16943,Homo sapiens (Human),721
A1YLA1,A1YLA1_HUMAN,unreviewed,Pleiomorphic adenoma gene-like protein 1 (Zinc finger protein PLAGL1) (Fragment),PLAGL1,Homo sapiens (Human),64
Q5YLB2,Q5YLB2_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),BRCA1,Homo sapiens (Human),1399
D6RDV0,D6RDV0_HUMAN,unreviewed,Tumor suppressor candidate 3,TUSC3,Homo sapiens (Human),276
L0EPV7,L0EPV7_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),107
K7PPA8,K7PPA8_HUMAN,unreviewed,Cellular tumor antigen p53,TP53,Homo sapiens (Human),393
L8B8F6,L8B8F6_HUMAN,unreviewed,ATL1 zinc finger protein (ATL1-beta zinc finger protein),ATL1 ATL1-beta,Homo sapiens (Human),893
A4KYM7,A4KYM7_HUMAN,unreviewed,"Inhibitor of growth family member 4 variant deltaEx6B (cDNA FLJ53613, highly similar to Inhibitor of growth protein 4)",ING4,Homo sapiens (Human),172
L0EQ05,L0EQ05_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),107
C9D7D0,C9D7D0_HUMAN,unreviewed,Cellular tumor antigen p53,TP63,Homo sapiens (Human),416
L0EPY0,L0EPY0_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),107
Q53YU7,Q53YU7_HUMAN,unreviewed,Foveolin (Putative uncharacterized protein AMP18) (TFIZ2 protein),FOV AMP18 CA11,Homo sapiens (Human),185
Q96QS4,Q96QS4_HUMAN,unreviewed,HCG1816754 (LOH12CR2) (Fragment),hCG_1816754,Homo sapiens (Human),53
A2I9Z0,A2I9Z0_HUMAN,unreviewed,Tumor protein p53 (p53) (Fragment),TP53 p53,Homo sapiens (Human),36
Q8IUB0,Q8IUB0_HUMAN,unreviewed,CTCL tumor antigen HD-CL-08 (Cervical cancer suppressor 3) (cDNA FLJ77759),,Homo sapiens (Human),361
A1YLA2,A1YLA2_HUMAN,unreviewed,Pleiomorphic adenoma gene-like protein 1 (Zinc finger protein PLAGL1) (Fragment),PLAGL1,Homo sapiens (Human),12
U6BHT9,U6BHT9_HUMAN,unreviewed,TP53 (Fragment),TP53,Homo sapiens (Human),36
Q6ZQS1,Q6ZQS1_HUMAN,unreviewed,"cDNA FLJ44753 fis, clone BRACE3030538, weakly similar to Homo sapiens tumor suppressor 101F6 (101F6) (cDNA FLJ45666 fis, clone CTONG3001605, weakly similar to Homo sapiens tumor suppressor 101F6 (101F6))",,Homo sapiens (Human),191
L0EQU5,L0EQU5_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),107
A0A0S2Z4K1,A0A0S2Z4K1_HUMAN,unreviewed,"von Hippel-Lindau tumor suppressor isoform 1 (von Hippel-Lindau tumor suppressor, isoform CRA_d) (Fragment)",VHL hCG_1994953,Homo sapiens (Human),172
A0A024R1V0,A0A024R1V0_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),BRCA1 hCG_16943,Homo sapiens (Human),759
Q761V2,Q761V2_HUMAN,unreviewed,Tumor protein p53 (p53) (Fragment),p53 TP53,Homo sapiens (Human),61
S5LQU8,S5LQU8_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),115
A0A024R1Y1,A0A024R1Y1_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),BRCA1 hCG_16943,Homo sapiens (Human),1624
Q16577,Q16577_HUMAN,unreviewed,Elongation factor 1-alpha 1 (Eukaryotic translation elongation factor 1 alpha 1-like 14) (Longation factor 1-alpha 1),PTI-1 EEF1A1L14,Homo sapiens (Human),398
Q6YN44,Q6YN44_HUMAN,unreviewed,Tumor endothelial marker 5 (Fragment),TEM5,Homo sapiens (Human),320
Q59EB4,Q59EB4_HUMAN,unreviewed,"LATS, large tumor suppressor, homolog 2 variant (Fragment)",,Homo sapiens (Human),924
S5LMC6,S5LMC6_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),115
B3KRB4,B3KRB4_HUMAN,unreviewed,"cDNA FLJ33973 fis, clone DFNES2001800, highly similar to Homo sapiens FAT tumor suppressor homolog 4 (Drosophila) (FAT4), mRNA",,Homo sapiens (Human),518
B1AL13,B1AL13_HUMAN,unreviewed,Leucine zipper putative tumor suppressor 2 (Fragment),LZTS2,Homo sapiens (Human),240
L0ES92,L0ES92_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),99
L8B862,L8B862_HUMAN,unreviewed,ATL1-delta zinc finger protein,ATL1-delta,Homo sapiens (Human),822
S5LJ04,S5LJ04_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),115
V9GZX5,V9GZX5_HUMAN,unreviewed,WT1 protein (Fragment),WT1,Homo sapiens (Human),23
Q53GA5,Q53GA5_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),,Homo sapiens (Human),158
S5M713,S5M713_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),115
A5JUM8,A5JUM8_HUMAN,unreviewed,Adenomatosis polyposis coli tumor suppressor (Fragment),APC,Homo sapiens (Human),99
L0EQQ9,L0EQQ9_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),107
A4GW74,A4GW74_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),75
E7EMR6,E7EMR6_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),165
B4XAL0,B4XAL0_HUMAN,unreviewed,p53 (Fragment),TP53,Homo sapiens (Human),45
E7ESS1,E7ESS1_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),199
B5AKF6,B5AKF6_HUMAN,unreviewed,Mutant p53 tumor suppressor (Fragment),TP53,Homo sapiens (Human),35
O00245,O00245_HUMAN,unreviewed,EXTL2 (Fragment),EXTL2,Homo sapiens (Human),129
S5LMG1,S5LMG1_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),115
E2G6R5,E2G6R5_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),99
L0EPW3,L0EPW3_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),107
B5AKF5,B5AKF5_HUMAN,unreviewed,Mutant p53 tumor suppressor (Fragment),TP53,Homo sapiens (Human),35
B3FHX2,B3FHX2_HUMAN,unreviewed,CCN3 (Fragment),NOV,Homo sapiens (Human),62
L0EQ52,L0EQ52_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),107
S5M224,S5M224_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),115
Q8WY27,Q8WY27_HUMAN,unreviewed,Candidate tumor suppressor protein (Fragment),LRP1B,Homo sapiens (Human),79
Q6JN45,Q6JN45_HUMAN,unreviewed,TEM5-like protein (Fragment),,Homo sapiens (Human),245
L0EPZ1,L0EPZ1_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),107
Q9BYG6,Q9BYG6_HUMAN,unreviewed,Mothers against decapentaplegic homolog (MAD homolog) (Mothers against DPP homolog) (SMAD family member) (Fragment),SMAD4,Homo sapiens (Human),436
Q5U0E4,Q5U0E4_HUMAN,unreviewed,Cellular tumor antigen p53,,Homo sapiens (Human),393
B4DES0,B4DES0_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),,Homo sapiens (Human),712
L0EP82,L0EP82_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),99
A4GW76,A4GW76_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),73
L0ES73,L0ES73_HUMAN,unreviewed,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),100
B4DP66,B4DP66_HUMAN,unreviewed,"cDNA FLJ60755, highly similar to Leucine zipper putative tumor suppressor 2",,Homo sapiens (Human),631
S5LQU3,S5LQU3_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),115
B3KU84,B3KU84_HUMAN,unreviewed,"cDNA FLJ39327 fis, clone OCBBF2015506, highly similar to Mus musculus FAT tumor suppressor homolog 4 (Drosophila) (Fat4), mRNA",,Homo sapiens (Human),1047
L0ENF7,L0ENF7_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),107
Q0ZAK1,Q0ZAK1_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),155
S5LQQ1,S5LQQ1_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),115
B1AL11,B1AL11_HUMAN,unreviewed,Leucine zipper putative tumor suppressor 2 (Fragment),LZTS2,Homo sapiens (Human),198
Q6PQ81,Q6PQ81_HUMAN,unreviewed,Putative tumor suppressor Dkk-3/REIC,DKK3,Homo sapiens (Human),350
Q3T7C7,Q3T7C7_HUMAN,unreviewed,tRNA isopentenylpyrophosphate transferase isoform 1 (EC 2.5.1.8),TRIT1,Homo sapiens (Human),411
H0YC63,H0YC63_HUMAN,unreviewed,Microtubule-associated tumor suppressor 1 (Fragment),MTUS1,Homo sapiens (Human),505
B4XAK8,B4XAK8_HUMAN,unreviewed,p53 (Fragment),TP53,Homo sapiens (Human),61
Q3T7C6,Q3T7C6_HUMAN,unreviewed,tRNA isopentenylpyrophosphate transferase isoform 2,TRIT1,Homo sapiens (Human),178
L0EQT1,L0EQT1_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),99
Q6Q319,Q6Q319_HUMAN,unreviewed,Tumor suppressor candidate 3 isoform b (Fragment),TUSC3,Homo sapiens (Human),46
Q9H4L2,Q9H4L2_HUMAN,unreviewed,Breast cancer 2 tumor suppressor (Fragment),BRCA2,Homo sapiens (Human),54
B3KVT9,B3KVT9_HUMAN,unreviewed,"cDNA FLJ41424 fis, clone BRHIP2003748, highly similar to Tumor suppressor p53-binding protein 1",,Homo sapiens (Human),389
Q6ZU84,Q6ZU84_HUMAN,unreviewed,"cDNA FLJ43925 fis, clone TESTI4012505, weakly similar to Tumor suppressor p53-binding protein 2",,Homo sapiens (Human),628
Q6UJZ0,Q6UJZ0_HUMAN,unreviewed,Multiple myeloma susceptibility tumor suppressor protein,,Homo sapiens (Human),135
G4Y083,G4Y083_HUMAN,unreviewed,p53 (Fragment),p53,Homo sapiens (Human),93
A2I9Z1,A2I9Z1_HUMAN,unreviewed,Tumor protein p53 (Fragment),TP53,Homo sapiens (Human),45
J3KQA9,J3KQA9_HUMAN,unreviewed,Microtubule-associated tumor suppressor candidate 2,MTUS2,Homo sapiens (Human),1379
Q19RW6,Q19RW6_HUMAN,unreviewed,Truncated p53 (Fragment),TP53,Homo sapiens (Human),81
A4GWB4,A4GWB4_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),82
S5LME3,S5LME3_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),115
A0A158SIU0,A0A158SIU0_HUMAN,unreviewed,Tet oncogene family member 2,TET2,Homo sapiens (Human),2002
L0ERL2,L0ERL2_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),99
A0A024RDM3,A0A024RDM3_HUMAN,unreviewed,"LATS, large tumor suppressor, homolog 2 (Drosophila), isoform CRA_a",LATS2 hCG_1774341,Homo sapiens (Human),1088
S4R3W7,S4R3W7_HUMAN,unreviewed,Leucine zipper putative tumor suppressor 2 (Fragment),LZTS2,Homo sapiens (Human),136
L0ERI9,L0ERI9_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),99
Q45QN5,Q45QN5_HUMAN,unreviewed,Potassium channel HERG1 (Fragment),KCNH2,Homo sapiens (Human),35
Q1HGV2,Q1HGV2_HUMAN,unreviewed,Mutant p53 tumor suppressor (Fragment),TP53,Homo sapiens (Human),37
E9PFT5,E9PFT5_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),155
L0EQJ1,L0EQJ1_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),99
Q16668,Q16668_HUMAN,unreviewed,Potential tumor suppressor (Fragment),,Homo sapiens (Human),61
L0EQV3,L0EQV3_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),99
Q0ZAK0,Q0ZAK0_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),116
A0A0A0MTC2,A0A0A0MTC2_HUMAN,unreviewed,Tumor suppressor candidate 3 (Fragment),TUSC3,Homo sapiens (Human),302
L0EQX3,L0EQX3_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),107
D5KL89,D5KL89_HUMAN,unreviewed,p53 (Fragment),TP53,Homo sapiens (Human),36
A5JUM7,A5JUM7_HUMAN,unreviewed,Truncated adenomatosis polyposis coli tumor suppressor (Fragment),APC,Homo sapiens (Human),79
E5RMA8,E5RMA8_HUMAN,unreviewed,Cellular tumor antigen p53,TP53,Homo sapiens (Human),393
E9PCY9,E9PCY9_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),127
A0A141PNN4,A0A141PNN4_HUMAN,unreviewed,Cellular tumor antigen p53,TP63,Homo sapiens (Human),327
Q7KZ66,Q7KZ66_HUMAN,unreviewed,NF2 protein (Fragment),NF2,Homo sapiens (Human),39
Q3YL84,Q3YL84_HUMAN,unreviewed,Tumor suppressor p53-binding protein 1 (Fragment),TP53BP1,Homo sapiens (Human),43
B4E246,B4E246_HUMAN,unreviewed,"cDNA FLJ53273, highly similar to Homo sapiens mitochondrial tumor suppressor 1 (MTUS1), transcript variant 2, mRNA",,Homo sapiens (Human),572
A0A184AP76,A0A184AP76_HUMAN,unreviewed,Putative tumor suppressor RFP2,RFP2,Homo sapiens (Human),407
Q6B4H6,Q6B4H6_HUMAN,unreviewed,Adenomatosis polyposis coli tumor suppressor (Fragment),,Homo sapiens (Human),17
A0A0M4B4Y9,A0A0M4B4Y9_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),107
Q32W78,Q32W78_HUMAN,unreviewed,Deleted in lung and esophageal cancer 1 transcript variant 1 (Fragment),DLEC1,Homo sapiens (Human),76
Q6ITW2,Q6ITW2_HUMAN,unreviewed,ST7 isoform 3 (Fragment),ST7,Homo sapiens (Human),12
A0A141PNN3,A0A141PNN3_HUMAN,unreviewed,Cellular tumor antigen p53,TP63,Homo sapiens (Human),412
A0A0S2Z4N6,A0A0S2Z4N6_HUMAN,unreviewed,Tumor protein p63 isoform 2 (Fragment),TP63,Homo sapiens (Human),676
Q58FF1,Q58FF1_HUMAN,unreviewed,KIAA1045 (Fragment),KIAA1045,Homo sapiens (Human),15
C9JW72,C9JW72_HUMAN,unreviewed,Tumor protein 63 (Fragment),TP63,Homo sapiens (Human),183
A3KBF6,A3KBF6_HUMAN,unreviewed,Patched homolog 1 splice variant 1C variant (Fragment),PTCH1,Homo sapiens (Human),26
B1AA15,B1AA15_HUMAN,unreviewed,Gastric cancer hepatocellular carcinoma suppressor 1 variant,HCCS1,Homo sapiens (Human),547
Q3T7C5,Q3T7C5_HUMAN,unreviewed,tRNA isopentenylpyrophosphate transferase isoform 3,TRIT1,Homo sapiens (Human),360
A0A0U1RQI2,A0A0U1RQI2_HUMAN,unreviewed,Microtubule-associated tumor suppressor 1,MTUS1,Homo sapiens (Human),41
Q5EBR8,Q5EBR8_HUMAN,unreviewed,Adenomatous polyposis coli protein (Fragment),APC,Homo sapiens (Human),18
Q3T7C3,Q3T7C3_HUMAN,unreviewed,tRNA isopentenylpyrophosphate transferase isoform 4,TRIT1,Homo sapiens (Human),87
Q9H4L3,Q9H4L3_HUMAN,unreviewed,Breast and ovarian cancer susceptibility protein 2 (Breast cancer 2 tumor suppressor) (Fragment),BRCA2,Homo sapiens (Human),56
S5LQX7,S5LQX7_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),115
Q3T7B4,Q3T7B4_HUMAN,unreviewed,"tRNA dimethylallyltransferase, mitochondrial (tRNA isopentenylpyrophosphate transferase isoform 7)",TRIT1,Homo sapiens (Human),85
L0EQ92,L0EQ92_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),107
Q8N8M2,Q8N8M2_HUMAN,unreviewed,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B, isoform CRA_c (cDNA FLJ39225 fis, clone OCBBF2007224, highly similar to Homo sapiens candidate tumor suppressor protein DICE1 mRNA)",DDX26B hCG_14763,Homo sapiens (Human),365
L0ES54,L0ES54_HUMAN,unreviewed,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),100
Q32W76,Q32W76_HUMAN,unreviewed,Deleted in lung and esophageal cancer 1 transcript variant 3 (Deleted in lung and esophageal cancer protein 1) (Fragment),DLEC1,Homo sapiens (Human),82
L8B567,L8B567_HUMAN,unreviewed,"ATL1-gamma zinc finger protein (B-cell CLL/lymphoma 11B (Zinc finger protein), isoform CRA_a)",ATL1-gamma BCL11B hCG_1657560,Homo sapiens (Human),823
A0A024R1Y0,A0A024R1Y0_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),BRCA1 hCG_16943,Homo sapiens (Human),1863
A4GWB5,A4GWB5_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),99
S5M706,S5M706_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),115
Q1MSX0,Q1MSX0_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),382
A0A024R4C3,A0A024R4C3_HUMAN,unreviewed,"Tumor protein p73, isoform CRA_a",TP73 hCG_19088,Homo sapiens (Human),636
L0ESB7,L0ESB7_HUMAN,unreviewed,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),100
A4KYM5,A4KYM5_HUMAN,unreviewed,Inhibitor of growth family member 4 variant deltaEx3 (Inhibitor of growth protein 4),ING4,Homo sapiens (Human),51
L8B7P7,L8B7P7_HUMAN,unreviewed,"ATL1-alpha zinc finger protein (B-cell CLL/lymphoma 11B (Zinc finger protein), isoform CRA_b)",ATL1-alpha BCL11B hCG_1657560,Homo sapiens (Human),894
Q6IAP1,Q6IAP1_HUMAN,unreviewed,"HYAL3 protein (N-acetyltransferase 6, isoform CRA_a) (cDNA, FLJ94421, Homo sapiens putative tumor suppressor (FUS2), mRNA)",HYAL3 NAT6 hCG_2039743,Homo sapiens (Human),286
L0EQP9,L0EQP9_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),107
Q4FEW1,Q4FEW1_HUMAN,unreviewed,p53 (Fragment),,Homo sapiens (Human),36
O95459,O95459_HUMAN,unreviewed,Transcription factor (Fragment),hic-1,Homo sapiens (Human),141
H6U5S5,H6U5S5_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),,Homo sapiens (Human),175
M5FMX3,M5FMX3_HUMAN,unreviewed,Salt-inducible kinase 3,SIK3,Homo sapiens (Human),1311
K7PPU4,K7PPU4_HUMAN,unreviewed,Cellular tumor antigen p53,TP53,Homo sapiens (Human),393
L0ESQ5,L0ESQ5_HUMAN,unreviewed,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),100
L0ERB4,L0ERB4_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),107
L0EQX9,L0EQX9_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),99
B7Z8X2,B7Z8X2_HUMAN,unreviewed,"cDNA FLJ54530, weakly similar to Cadherin-related tumor suppressor homolog",,Homo sapiens (Human),797
Q8WY28,Q8WY28_HUMAN,unreviewed,Candidate tumor suppressor protein (Fragment),LRP1B,Homo sapiens (Human),172
A5JUM6,A5JUM6_HUMAN,unreviewed,Truncated adenomatosis polyposis coli tumor suppressor (Fragment),APC,Homo sapiens (Human),56
B7Z8X6,B7Z8X6_HUMAN,unreviewed,Cellular tumor antigen p53,,Homo sapiens (Human),369
A4GWD0,A4GWD0_HUMAN,unreviewed,Tumor protein p53 (Fragment),TP53,Homo sapiens (Human),89
A0A0A0U7X4,A0A0A0U7X4_HUMAN,unreviewed,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),99
B7Z3E7,B7Z3E7_HUMAN,unreviewed,"cDNA FLJ56510, highly similar to Tumor suppressor p53-binding protein 1",,Homo sapiens (Human),1760
