Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Q96BI1,S22AI_HUMAN,reviewed,Solute carrier family 22 member 18 (Beckwith-Wiedemann syndrome chromosomal region 1 candidate gene A protein) (Efflux transporter-like protein) (Imprinted multi-membrane-spanning polyspecific transporter-related protein 1) (Organic cation transporter-like protein 2) (ORCTL-2) (Solute carrier family 22 member 1-like) (Tumor-suppressing STF cDNA 5 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 5 protein) (p45-Beckwith-Wiedemann region 1 A) (p45-BWR1A),SLC22A18 BWR1A BWSCR1A HET IMPT1 ITM ORCTL2 SLC22A1L TSSC5,Homo sapiens (Human),424
Q9BSK2,S2533_HUMAN,reviewed,Solute carrier family 25 member 33 (Bone marrow stromal cell mitochondrial carrier protein) (BMSC-MCP) (HuBMSC-MCP) (Protein PNC1),SLC25A33,Homo sapiens (Human),321
Q92737,RSLAA_HUMAN,reviewed,Ras-like protein family member 10A (Ras-like protein RRP22) (Ras-related protein on chromosome 22),RASL10A RRP22,Homo sapiens (Human),203
Q9NQC3,RTN4_HUMAN,reviewed,Reticulon-4 (Foocen) (Neurite outgrowth inhibitor) (Nogo protein) (Neuroendocrine-specific protein) (NSP) (Neuroendocrine-specific protein C homolog) (RTN-x) (Reticulon-5),RTN4 KIAA0886 NOGO My043 SP1507,Homo sapiens (Human),1192
Q7L099,RUFY3_HUMAN,reviewed,Protein RUFY3 (RUN and FYVE domain-containing protein 3) (Rap2-interacting protein x) (RIPx) (Single axon-regulated protein) (Singar),RUFY3 KIAA0871,Homo sapiens (Human),469
Q13761,RUNX3_HUMAN,reviewed,Runt-related transcription factor 3 (Acute myeloid leukemia 2 protein) (Core-binding factor subunit alpha-3) (CBF-alpha-3) (Oncogene AML-2) (Polyomavirus enhancer-binding protein 2 alpha C subunit) (PEA2-alpha C) (PEBP2-alpha C) (SL3-3 enhancer factor 1 alpha C subunit) (SL3/AKV core-binding factor alpha C subunit),RUNX3 AML2 CBFA3 PEBP2A3,Homo sapiens (Human),415
Q9Y230,RUVB2_HUMAN,reviewed,RuvB-like 2 (EC 3.6.4.12) (48 kDa TATA box-binding protein-interacting protein) (48 kDa TBP-interacting protein) (51 kDa erythrocyte cytosolic protein) (ECP-51) (INO80 complex subunit J) (Repressing pontin 52) (Reptin 52) (TIP49b) (TIP60-associated protein 54-beta) (TAP54-beta),RUVBL2 INO80J TIP48 TIP49B CGI-46,Homo sapiens (Human),463
Q8TB61,S35B2_HUMAN,reviewed,Adenosine 3'-phospho 5'-phosphosulfate transporter 1 (PAPS transporter 1) (Putative MAPK-activating protein PM15) (Putative NF-kappa-B-activating protein 48) (Solute carrier family 35 member B2),SLC35B2 PAPST1 PSEC0149,Homo sapiens (Human),432
Q9UJQ4,SALL4_HUMAN,reviewed,Sal-like protein 4 (Zinc finger protein 797) (Zinc finger protein SALL4),SALL4 ZNF797,Homo sapiens (Human),1053
Q9NSI8,SAMN1_HUMAN,reviewed,"SAM domain-containing protein SAMSN-1 (Hematopoietic adaptor containing SH3 and SAM domains 1) (Nash1) (SAM domain, SH3 domain and nuclear localization signals protein 1) (SH3-SAM adaptor protein)",SAMSN1 HACS1,Homo sapiens (Human),373
Q9P0U3,SENP1_HUMAN,reviewed,Sentrin-specific protease 1 (EC 3.4.22.68) (Sentrin/SUMO-specific protease SENP1),SENP1,Homo sapiens (Human),644
P62308,RUXG_HUMAN,reviewed,Small nuclear ribonucleoprotein G (snRNP-G) (Sm protein G) (Sm-G) (SmG),SNRPG PBSCG,Homo sapiens (Human),76
P34925,RYK_HUMAN,reviewed,Tyrosine-protein kinase RYK (EC 2.7.10.1),RYK JTK5A,Homo sapiens (Human),604
P31040,SDHA_HUMAN,reviewed,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp)",SDHA SDH2 SDHF,Homo sapiens (Human),664
Q6Q0C1,S2547_HUMAN,reviewed,Solute carrier family 25 member 47 (Hepatocellular carcinoma down-regulated mitochondrial carrier protein),SLC25A47 C14orf68 HDMCP HMFN1655,Homo sapiens (Human),308
O94885,SASH1_HUMAN,reviewed,SAM and SH3 domain-containing protein 1 (Proline-glutamate repeat-containing protein),SASH1 KIAA0790 PEPE1,Homo sapiens (Human),1247
O94979,SC31A_HUMAN,reviewed,Protein transport protein Sec31A (ABP125) (ABP130) (SEC31-like protein 1) (SEC31-related protein A) (Web1-like protein),SEC31A KIAA0905 SEC31L1 HSPC275 HSPC334,Homo sapiens (Human),1220
Q8N695,SC5A8_HUMAN,reviewed,Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8),SLC5A8 AIT SMCT SMCT1,Homo sapiens (Human),610
Q9Y265,RUVB1_HUMAN,reviewed,RuvB-like 1 (EC 3.6.4.12) (49 kDa TATA box-binding protein-interacting protein) (49 kDa TBP-interacting protein) (54 kDa erythrocyte cytosolic protein) (ECP-54) (INO80 complex subunit H) (Nuclear matrix protein 238) (NMP 238) (Pontin 52) (TIP49a) (TIP60-associated protein 54-alpha) (TAP54-alpha),RUVBL1 INO80H NMP238 TIP49 TIP49A,Homo sapiens (Human),456
Q9H4B6,SAV1_HUMAN,reviewed,Protein salvador homolog 1 (45 kDa WW domain protein) (hWW45),SAV1 WW45,Homo sapiens (Human),383
Q96C92,SDCG3_HUMAN,reviewed,Serologically defined colon cancer antigen 3 (Antigen NY-CO-3),SDCCAG3,Homo sapiens (Human),435
O14796,SH21B_HUMAN,reviewed,SH2 domain-containing protein 1B (EWS/FLI1-activated transcript 2) (EAT-2),SH2D1B EAT2,Homo sapiens (Human),132
Q8N114,SHSA5_HUMAN,reviewed,Protein shisa-5 (Putative NF-kappa-B-activating protein 120) (Scotin),SHISA5 SCOTIN PSEC0133,Homo sapiens (Human),240
Q9GZR1,SENP6_HUMAN,reviewed,Sentrin-specific protease 6 (EC 3.4.22.68) (SUMO-1-specific protease 1) (Sentrin/SUMO-specific protease SENP6),SENP6 KIAA0797 SSP1 SUSP1 FKSG6,Homo sapiens (Human),1112
Q86UD0,SAPC2_HUMAN,reviewed,Suppressor APC domain-containing protein 2 (Tumor specificity and mitosis phase-dependent expression protein) (TS/MDEP) (p42.3),SAPCD2 C9orf140,Homo sapiens (Human),394
Q14160,SCRIB_HUMAN,reviewed,Protein scribble homolog (Scribble) (hScrib) (Protein LAP4),SCRIB CRIB1 KIAA0147 LAP4 SCRB1 VARTUL,Homo sapiens (Human),1630
Q8IX30,SCUB3_HUMAN,reviewed,"Signal peptide, CUB and EGF-like domain-containing protein 3",SCUBE3 CEGF3,Homo sapiens (Human),993
Q9BYH1,SE6L1_HUMAN,reviewed,Seizure 6-like protein,SEZ6L KIAA0927 UNQ2542/PRO6094,Homo sapiens (Human),1024
Q15464,SHB_HUMAN,reviewed,SH2 domain-containing adapter protein B,SHB,Homo sapiens (Human),509
P18827,SDC1_HUMAN,reviewed,Syndecan-1 (SYND1) (CD antigen CD138),SDC1 SDC,Homo sapiens (Human),310
P58004,SESN2_HUMAN,reviewed,Sestrin-2 (EC 1.11.1.15) (Hypoxia-induced gene),SESN2 Hi95 SEST2,Homo sapiens (Human),480
P21912,SDHB_HUMAN,reviewed,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)",SDHB SDH SDH1,Homo sapiens (Human),280
Q13275,SEM3F_HUMAN,reviewed,Semaphorin-3F (Sema III/F) (Semaphorin IV) (Sema IV),SEMA3F,Homo sapiens (Human),785
Q01105,SET_HUMAN,reviewed,Protein SET (HLA-DR-associated protein II) (Inhibitor of granzyme A-activated DNase) (IGAAD) (PHAPII) (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I),SET,Homo sapiens (Human),290
P23246,SFPQ_HUMAN,reviewed,"Splicing factor, proline- and glutamine-rich (100 kDa DNA-pairing protein) (hPOMp100) (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding protein-associated-splicing factor) (PSF) (PTB-associated-splicing factor)",SFPQ PSF,Homo sapiens (Human),707
Q92529,SHC3_HUMAN,reviewed,SHC-transforming protein 3 (Neuronal Shc) (N-Shc) (Protein Rai) (SHC-transforming protein C) (Src homology 2 domain-containing-transforming protein C3) (SH2 domain protein C3),SHC3 NSHC SHCC,Homo sapiens (Human),594
Q8IXJ6,SIR2_HUMAN,reviewed,NAD-dependent protein deacetylase sirtuin-2 (EC 3.5.1.-) (Regulatory protein SIR2 homolog 2) (SIR2-like protein 2),SIRT2 SIR2L SIR2L2,Homo sapiens (Human),389
Q9Y6E7,SIR4_HUMAN,reviewed,"NAD-dependent protein lipoamidase sirtuin-4, mitochondrial (EC 3.5.1.-) (NAD-dependent ADP-ribosyltransferase sirtuin-4) (EC 2.4.2.-) (NAD-dependent protein deacetylase sirtuin-4) (EC 3.5.1.-) (Regulatory protein SIR2 homolog 4) (SIR2-like protein 4)",SIRT4 SIR2L4,Homo sapiens (Human),314
P12757,SKIL_HUMAN,reviewed,Ski-like protein (Ski-related oncogene) (Ski-related protein),SKIL SNO,Homo sapiens (Human),684
Q9Y6P5,SESN1_HUMAN,reviewed,Sestrin-1 (EC 1.11.1.15) (p53-regulated protein PA26),SESN1 PA26 SEST1,Homo sapiens (Human),492
O15357,SHIP2_HUMAN,reviewed,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 (EC 3.1.3.86) (Inositol polyphosphate phosphatase-like protein 1) (INPPL-1) (Protein 51C) (SH2 domain-containing inositol 5'-phosphatase 2) (SH2 domain-containing inositol phosphatase 2) (SHIP-2)",INPPL1 SHIP2,Homo sapiens (Human),1258
Q53H47,SETMR_HUMAN,reviewed,Histone-lysine N-methyltransferase SETMAR (SET domain and mariner transposase fusion protein) (Metnase) [Includes: Histone-lysine N-methyltransferase (EC 2.1.1.43); Transposon Hsmar1 transposase (EC 3.1.-.-)],SETMAR,Homo sapiens (Human),684
Q13296,SG2A2_HUMAN,reviewed,Mammaglobin-A (Mammaglobin-1) (Secretoglobin family 2A member 2),SCGB2A2 MGB1 UGB2,Homo sapiens (Human),93
Q96EB6,SIR1_HUMAN,reviewed,NAD-dependent protein deacetylase sirtuin-1 (hSIRT1) (EC 3.5.1.-) (Regulatory protein SIR2 homolog 1) (SIR2-like protein 1) (hSIR2) [Cleaved into: SirtT1 75 kDa fragment (75SirT1)],SIRT1 SIR2L1,Homo sapiens (Human),747
Q13591,SEM5A_HUMAN,reviewed,Semaphorin-5A (Semaphorin-F) (Sema F),SEMA5A SEMAF,Homo sapiens (Human),1074
Q9UHD8,SEPT9_HUMAN,reviewed,Septin-9 (MLL septin-like fusion protein MSF-A) (MLL septin-like fusion protein) (Ovarian/Breast septin) (Ov/Br septin) (Septin D1),SEPT9 KIAA0991 MSF,Homo sapiens (Human),586
Q9NRF2,SH2B1_HUMAN,reviewed,"SH2B adapter protein 1 (Pro-rich, PH and SH2 domain-containing signaling mediator) (PSM) (SH2 domain-containing protein 1B)",SH2B1 KIAA1299 SH2B,Homo sapiens (Human),756
Q9Y2K2,SIK3_HUMAN,reviewed,Serine/threonine-protein kinase SIK3 (EC 2.7.11.1) (Salt-inducible kinase 3) (SIK-3) (Serine/threonine-protein kinase QSK),SIK3 KIAA0999 QSK L19,Homo sapiens (Human),1263
Q8IUQ4,SIAH1_HUMAN,reviewed,E3 ubiquitin-protein ligase SIAH1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SIAH1) (Seven in absentia homolog 1) (Siah-1) (Siah-1a),SIAH1 HUMSIAH,Homo sapiens (Human),282
P57059,SIK1_HUMAN,reviewed,Serine/threonine-protein kinase SIK1 (EC 2.7.11.1) (Salt-inducible kinase 1) (SIK-1) (Serine/threonine-protein kinase SNF1-like kinase 1) (Serine/threonine-protein kinase SNF1LK),SIK1 SIK SNF1LK,Homo sapiens (Human),783
Q15796,SMAD2_HUMAN,reviewed,Mothers against decapentaplegic homolog 2 (MAD homolog 2) (Mothers against DPP homolog 2) (JV18-1) (Mad-related protein 2) (hMAD-2) (SMAD family member 2) (SMAD 2) (Smad2) (hSMAD2),SMAD2 MADH2 MADR2,Homo sapiens (Human),467
P84022,SMAD3_HUMAN,reviewed,Mothers against decapentaplegic homolog 3 (MAD homolog 3) (Mad3) (Mothers against DPP homolog 3) (hMAD-3) (JV15-2) (SMAD family member 3) (SMAD 3) (Smad3) (hSMAD3),SMAD3 MADH3,Homo sapiens (Human),425
P51532,SMCA4_HUMAN,reviewed,Transcription activator BRG1 (EC 3.6.4.-) (ATP-dependent helicase SMARCA4) (BRG1-associated factor 190A) (BAF190A) (Mitotic growth and transcription activator) (Protein BRG-1) (Protein brahma homolog 1) (SNF2-beta) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4),SMARCA4 BAF190A BRG1 SNF2B SNF2L4,Homo sapiens (Human),1647
Q9H6Q3,SLAP2_HUMAN,reviewed,Src-like-adapter 2 (Modulator of antigen receptor signaling) (MARS) (Src-like adapter protein 2) (SLAP-2),SLA2 C20orf156 SLAP2,Homo sapiens (Human),261
P98077,SHC2_HUMAN,reviewed,SHC-transforming protein 2 (Protein Sck) (SHC-transforming protein B) (Src homology 2 domain-containing-transforming protein C2) (SH2 domain protein C2),SHC2 SCK SHCB,Homo sapiens (Human),582
Q68CJ6,SLIP_HUMAN,reviewed,Nuclear GTPase SLIP-GC (EC 3.6.1.-) (Speckled-like pattern in the germinal center),NUGGC C8orf80 HMFN0672,Homo sapiens (Human),796
O14492,SH2B2_HUMAN,reviewed,SH2B adapter protein 2 (Adapter protein with pleckstrin homology and Src homology 2 domains) (SH2 and PH domain-containing adapter protein APS),SH2B2 APS,Homo sapiens (Human),632
O15304,SIVA_HUMAN,reviewed,Apoptosis regulatory protein Siva (CD27-binding protein) (CD27BP),SIVA1 SIVA,Homo sapiens (Human),175
O95863,SNAI1_HUMAN,reviewed,Zinc finger protein SNAI1 (Protein snail homolog 1) (Protein sna),SNAI1 SNAH,Homo sapiens (Human),264
P17947,SPI1_HUMAN,reviewed,Transcription factor PU.1 (31 kDa-transforming protein),SPI1,Homo sapiens (Human),270
Q13884,SNTB1_HUMAN,reviewed,Beta-1-syntrophin (59 kDa dystrophin-associated protein A1 basic component 1) (DAPA1B) (BSYN2) (Syntrophin-2) (Tax interaction protein 43) (TIP-43),SNTB1 SNT2B1,Homo sapiens (Human),538
P08047,SP1_HUMAN,reviewed,Transcription factor Sp1,SP1 TSFP1,Homo sapiens (Human),785
Q15475,SIX1_HUMAN,reviewed,Homeobox protein SIX1 (Sine oculis homeobox homolog 1),SIX1,Homo sapiens (Human),284
Q13501,SQSTM_HUMAN,reviewed,Sequestosome-1 (EBI3-associated protein of 60 kDa) (EBIAP) (p60) (Phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa) (Ubiquitin-binding protein p62),SQSTM1 ORCA OSIL,Homo sapiens (Human),440
Q12824,SNF5_HUMAN,reviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 (BRG1-associated factor 47) (BAF47) (Integrase interactor 1 protein) (SNF5 homolog) (hSNF5),SMARCB1 BAF47 INI1 SNF5L1,Homo sapiens (Human),385
Q13573,SNW1_HUMAN,reviewed,SNW domain-containing protein 1 (Nuclear protein SkiP) (Nuclear receptor coactivator NCoA-62) (Ski-interacting protein),SNW1 SKIIP SKIP,Homo sapiens (Human),536
Q9NZQ3,SPN90_HUMAN,reviewed,NCK-interacting protein with SH3 domain (54 kDa VacA-interacting protein) (54 kDa vimentin-interacting protein) (VIP54) (90 kDa SH3 protein interacting with Nck) (AF3p21) (Dia-interacting protein 1) (DIP-1) (Diaphanous protein-interacting protein) (SH3 adapter protein SPIN90) (WASP-interacting SH3-domain protein) (WISH) (Wiskott-Aldrich syndrome protein-interacting protein),NCKIPSD AF3P21 SPIN90,Homo sapiens (Human),722
P12755,SKI_HUMAN,reviewed,Ski oncogene (Proto-oncogene c-Ski),SKI,Homo sapiens (Human),728
Q99961,SH3G1_HUMAN,reviewed,Endophilin-A2 (EEN fusion partner of MLL) (Endophilin-2) (Extra eleven-nineteen leukemia fusion gene protein) (EEN) (SH3 domain protein 2B) (SH3 domain-containing GRB2-like protein 1),SH3GL1 CNSA1 SH3D2B,Homo sapiens (Human),368
Q8TAD8,SNIP1_HUMAN,reviewed,Smad nuclear-interacting protein 1 (FHA domain-containing protein SNIP1),SNIP1,Homo sapiens (Human),396
Q99717,SMAD5_HUMAN,reviewed,Mothers against decapentaplegic homolog 5 (MAD homolog 5) (Mothers against DPP homolog 5) (JV5-1) (SMAD family member 5) (SMAD 5) (Smad5) (hSmad5),SMAD5 MADH5,Homo sapiens (Human),465
P29353,SHC1_HUMAN,reviewed,SHC-transforming protein 1 (SHC-transforming protein 3) (SHC-transforming protein A) (Src homology 2 domain-containing-transforming protein C1) (SH2 domain protein C1),SHC1 SHC SHCA,Homo sapiens (Human),583
Q0VAQ4,SMAGP_HUMAN,reviewed,Small cell adhesion glycoprotein (Small transmembrane and glycosylated protein),SMAGP,Homo sapiens (Human),97
O43541,SMAD6_HUMAN,reviewed,Mothers against decapentaplegic homolog 6 (MAD homolog 6) (Mothers against DPP homolog 6) (SMAD family member 6) (SMAD 6) (Smad6) (hSMAD6),SMAD6 MADH6,Homo sapiens (Human),496
P23497,SP100_HUMAN,reviewed,Nuclear autoantigen Sp-100 (Nuclear dot-associated Sp100 protein) (Speckled 100 kDa),SP100,Homo sapiens (Human),879
Q9UEE5,ST17A_HUMAN,reviewed,Serine/threonine-protein kinase 17A (EC 2.7.11.1) (DAP kinase-related apoptosis-inducing protein kinase 1),STK17A DRAK1,Homo sapiens (Human),414
Q9H5I1,SUV92_HUMAN,reviewed,Histone-lysine N-methyltransferase SUV39H2 (EC 2.1.1.43) (Histone H3-K9 methyltransferase 2) (H3-K9-HMTase 2) (Lysine N-methyltransferase 1B) (Suppressor of variegation 3-9 homolog 2) (Su(var)3-9 homolog 2),SUV39H2 KMT1B,Homo sapiens (Human),410
Q16384,SSX1_HUMAN,reviewed,"Protein SSX1 (Cancer/testis antigen 5.1) (CT5.1) (Synovial sarcoma, X breakpoint 1)",SSX1,Homo sapiens (Human),188
Q15532,SSXT_HUMAN,reviewed,Protein SSXT (Protein SYT) (Synovial sarcoma translocated to X chromosome protein),SS18 SSXT SYT,Homo sapiens (Human),418
Q9Y5Y6,ST14_HUMAN,reviewed,Suppressor of tumorigenicity 14 protein (EC 3.4.21.109) (Matriptase) (Membrane-type serine protease 1) (MT-SP1) (Prostamin) (Serine protease 14) (Serine protease TADG-15) (Tumor-associated differentially-expressed gene 15 protein),ST14 PRSS14 SNC19 TADG15,Homo sapiens (Human),855
Q9HBF5,ST20_HUMAN,reviewed,Suppressor of tumorigenicity 20 protein (Human cervical cancer suppressor gene 1 protein) (HCCS-1),ST20 HCCS1,Homo sapiens (Human),79
P78524,ST5_HUMAN,reviewed,Suppression of tumorigenicity 5 protein (DENN domain-containing protein 2B) (HeLa tumor suppression 1),ST5 DENND2B HTS1,Homo sapiens (Human),1137
Q13188,STK3_HUMAN,reviewed,Serine/threonine-protein kinase 3 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 2) (MST-2) (STE20-like kinase MST2) (Serine/threonine-protein kinase Krs-1) [Cleaved into: Serine/threonine-protein kinase 3 36kDa subunit (MST2/N); Serine/threonine-protein kinase 3 20kDa subunit (MST2/C)],STK3 KRS1 MST2,Homo sapiens (Human),491
Q9HAU4,SMUF2_HUMAN,reviewed,E3 ubiquitin-protein ligase SMURF2 (hSMURF2) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF2) (SMAD ubiquitination regulatory factor 2) (SMAD-specific E3 ubiquitin-protein ligase 2),SMURF2,Homo sapiens (Human),748
O43623,SNAI2_HUMAN,reviewed,Zinc finger protein SNAI2 (Neural crest transcription factor Slug) (Protein snail homolog 2),SNAI2 SLUG SLUGH,Homo sapiens (Human),268
Q07617,SPAG1_HUMAN,reviewed,Sperm-associated antigen 1 (HSD-3.8) (Infertility-related sperm protein Spag-1),SPAG1,Homo sapiens (Human),926
Q96N96,SPT13_HUMAN,reviewed,Spermatogenesis-associated protein 13 (APC-stimulated guanine nucleotide exchange factor 2) (Asef2),SPATA13,Homo sapiens (Human),652
Q9NRC1,ST7_HUMAN,reviewed,Suppressor of tumorigenicity 7 protein (Protein FAM4A1) (Protein HELG),ST7 FAM4A1 HELG RAY1,Homo sapiens (Human),585
Q15468,STIL_HUMAN,reviewed,SCL-interrupting locus protein (TAL-1-interrupting locus protein),STIL SIL,Homo sapiens (Human),1287
O00506,STK25_HUMAN,reviewed,Serine/threonine-protein kinase 25 (EC 2.7.11.1) (Ste20-like kinase) (Sterile 20/oxidant stress-response kinase 1) (SOK-1) (Ste20/oxidant stress response kinase 1),STK25 SOK1 YSK1,Homo sapiens (Human),426
Q15208,STK38_HUMAN,reviewed,Serine/threonine-protein kinase 38 (EC 2.7.11.1) (NDR1 protein kinase) (Nuclear Dbf2-related kinase 1),STK38 NDR1,Homo sapiens (Human),465
Q13043,STK4_HUMAN,reviewed,Serine/threonine-protein kinase 4 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 1) (MST-1) (STE20-like kinase MST1) (Serine/threonine-protein kinase Krs-2) [Cleaved into: Serine/threonine-protein kinase 4 37kDa subunit (MST1/N); Serine/threonine-protein kinase 4 18kDa subunit (MST1/C)],STK4 KRS2 MST1,Homo sapiens (Human),487
Q14247,SRC8_HUMAN,reviewed,Src substrate cortactin (Amplaxin) (Oncogene EMS1),CTTN EMS1,Homo sapiens (Human),550
P40763,STAT3_HUMAN,reviewed,Signal transducer and activator of transcription 3 (Acute-phase response factor),STAT3 APRF,Homo sapiens (Human),770
Q658P3,STEA3_HUMAN,reviewed,Metalloreductase STEAP3 (EC 1.16.1.-) (Dudulin-2) (Six-transmembrane epithelial antigen of prostate 3) (Tumor suppressor-activated pathway protein 6) (hTSAP6) (pHyde) (hpHyde),STEAP3 TSAP6,Homo sapiens (Human),488
Q9UEW8,STK39_HUMAN,reviewed,STE20/SPS1-related proline-alanine-rich protein kinase (Ste-20-related kinase) (EC 2.7.11.1) (DCHT) (Serine/threonine-protein kinase 39),STK39 SPAK,Homo sapiens (Human),545
Q9UGK3,STAP2_HUMAN,reviewed,Signal-transducing adaptor protein 2 (STAP-2) (Breast tumor kinase substrate) (BRK substrate),STAP2 BKS,Homo sapiens (Human),403
Q92502,STAR8_HUMAN,reviewed,StAR-related lipid transfer protein 8 (Deleted in liver cancer 3 protein) (DLC-3) (START domain-containing protein 8) (StARD8) (START-GAP3),STARD8 DLC3 KIAA0189,Homo sapiens (Human),1023
Q96L08,SUSD3_HUMAN,reviewed,Sushi domain-containing protein 3,SUSD3 UNQ9387/PRO34275,Homo sapiens (Human),255
Q05066,SRY_HUMAN,reviewed,Sex-determining region Y protein (Testis-determining factor),SRY TDF,Homo sapiens (Human),204
Q9UMX1,SUFU_HUMAN,reviewed,Suppressor of fused homolog (SUFUH),SUFU UNQ650/PRO1280,Homo sapiens (Human),484
Q92537,SUSD6_HUMAN,reviewed,Sushi domain-containing protein 6 (Drug-activated gene overexpressed protein),SUSD6 DRAGO KIAA0247,Homo sapiens (Human),303
Q16385,SSX2_HUMAN,reviewed,"Protein SSX2 (Cancer/testis antigen 5.2) (CT5.2) (Synovial sarcoma, X breakpoint 2) (Tumor antigen HOM-MEL-40)",SSX2 SSX2A; SSX2B,Homo sapiens (Human),188
O60284,ST18_HUMAN,reviewed,Suppression of tumorigenicity 18 protein (Zinc finger protein 387),ST18 KIAA0535 ZNF387,Homo sapiens (Human),1047
Q15831,STK11_HUMAN,reviewed,Serine/threonine-protein kinase STK11 (EC 2.7.11.1) (Liver kinase B1) (LKB1) (hLKB1) (Renal carcinoma antigen NY-REN-19),STK11 LKB1 PJS,Homo sapiens (Human),433
P49589,SYCC_HUMAN,reviewed,"Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)",CARS,Homo sapiens (Human),748
Q9Y3M8,STA13_HUMAN,reviewed,StAR-related lipid transfer protein 13 (46H23.2) (Deleted in liver cancer 2 protein) (DLC-2) (Rho GTPase-activating protein) (START domain-containing protein 13) (StARD13),STARD13 DLC2 GT650,Homo sapiens (Human),1113
Q9P289,STK26_HUMAN,reviewed,Serine/threonine-protein kinase 26 (EC 2.7.11.1) (MST3 and SOK1-related kinase) (Mammalian STE20-like protein kinase 4) (MST-4) (STE20-like kinase MST4) (Serine/threonine-protein kinase MASK),STK26 MASK MST4,Homo sapiens (Human),416
O43463,SUV91_HUMAN,reviewed,Histone-lysine N-methyltransferase SUV39H1 (EC 2.1.1.43) (Histone H3-K9 methyltransferase 1) (H3-K9-HMTase 1) (Lysine N-methyltransferase 1A) (Position-effect variegation 3-9 homolog) (Suppressor of variegation 3-9 homolog 1) (Su(var)3-9 homolog 1),SUV39H1 KMT1A SUV39H,Homo sapiens (Human),412
